,permno,namedt,nameenddt,shrcd,exchcd,siccd,ncusip,ticker,comnam,shrcls,permco,hexcd,cusip,st_date,end_date,namedum,s_date,e_date
13910,17206,2010-06-01,2012-01-22,44,1,6726,46130L10,IIC,INVESCO CALIF INSD MUNI INC TR,,56199,1,46130L10,2010-06-01,2012-08-24,2.0,2010-06-01,2012-08-24
13911,17206,2012-01-23,2012-08-24,44,1,6726,46130L10,IIC,INVESCO CALIF MUNI INCOME TRUST,,56199,1,46130L10,2010-06-01,2012-08-24,2.0,2010-06-01,2012-08-24
13912,17207,2010-06-01,2012-08-24,44,1,6726,46133F10,IQN,INVESCO NY QUALITY MUNI SECS,,56200,1,46133F10,2010-06-01,2012-08-24,2.0,2010-06-01,2012-08-24
13920,17210,2010-06-01,2012-10-12,44,1,6726,46133J10,IQM,INVESCO QUALITY MUNICIPAL SECS,,56201,1,46133J10,2010-06-01,2012-10-12,2.0,2010-06-01,2012-10-12
13921,17211,2010-06-01,2012-08-24,44,1,6726,46130M10,IQC,INVESCO CALIF QUALITY MUNI SECS,,56202,1,46130M10,2010-06-01,2012-08-24,2.0,2010-06-01,2012-08-24
13922,17212,2010-06-01,2012-10-12,44,1,6726,46133H10,IQT,INVESCO QUALITY MUNI INVT TR,,56203,1,46133H10,2010-06-01,2012-10-12,2.0,2010-06-01,2012-10-12
13923,17213,2010-06-01,2023-12-29,44,1,6726,46133G10,IQI,INVESCO QUALITY MUNI INCOME TR,,56204,1,46133G10,2010-06-01,2023-12-29,2.0,2010-06-01,2023-12-29
13924,17214,2010-06-01,2012-01-22,44,1,6726,46132P10,IIM,INVESCO INSURED MUNI INCOME TR,,56205,1,46132P10,2010-06-01,2023-12-29,2.0,2010-06-01,2023-12-29
13925,17214,2012-01-23,2019-09-08,44,1,6726,46132P10,IIM,INVESCO VALUE MUNI INCOME TR,,56205,1,46132P10,2010-06-01,2023-12-29,2.0,2010-06-01,2023-12-29
13926,17214,2019-09-09,2021-01-24,44,1,6733,46132P10,IIM,INVESCO VALUE MUNI INCOME TR,,56205,1,46132P10,2010-06-01,2023-12-29,2.0,2010-06-01,2023-12-29
13927,17214,2021-01-25,2023-12-29,44,1,6726,46132P10,IIM,INVESCO VALUE MUNI INCOME TR,,56205,1,46132P10,2010-06-01,2023-12-29,2.0,2010-06-01,2023-12-29
13928,17215,2010-06-01,2012-01-22,44,1,6726,46130Y10,IMC,INVESCO INSURED MUNI BOND TRUST,,56206,1,46130Y10,2010-06-01,2012-10-12,2.0,2010-06-01,2012-10-12
13929,17215,2012-01-23,2012-10-12,44,1,6726,46130Y10,IMC,INVESCO VALUE MUNI BOND TRUST,,56206,1,46130Y10,2010-06-01,2012-10-12,2.0,2010-06-01,2012-10-12
13932,17218,2010-06-01,2012-01-22,44,1,6726,46130W10,ICS,INVESCO INSURED CALIF MUNI SECS,,56207,1,46130W10,2010-06-01,2012-08-24,2.0,2010-06-01,2012-08-24
13933,17218,2012-01-23,2012-08-24,44,1,6726,46130W10,ICS,INVESCO CALIF MUNICIPAL SECS,,56207,1,46130W10,2010-06-01,2012-08-24,2.0,2010-06-01,2012-08-24
13934,17219,2010-06-01,2012-01-22,44,1,6726,46132T10,IMS,INVESCO INSURED MUNI SECURITIES,,56208,1,46132T10,2010-06-01,2012-10-12,2.0,2010-06-01,2012-10-12
13935,17219,2012-01-23,2012-10-12,44,1,6726,46132T10,IMS,INVESCO VALUE MUNI SECURITIES,,56208,1,46132T10,2010-06-01,2012-10-12,2.0,2010-06-01,2012-10-12
13936,17220,2010-06-01,2012-01-22,44,1,6726,46132W10,IMT,INVESCO INSURED MUNICIPAL TR,,56209,1,46132W10,2010-06-01,2012-10-12,2.0,2010-06-01,2012-10-12
13937,17220,2012-01-23,2012-10-12,44,1,6726,46132W10,IMT,INVESCO VALUE MUNICIPAL TRUST,,56209,1,46132W10,2010-06-01,2012-10-12,2.0,2010-06-01,2012-10-12
13938,17221,2018-01-12,2022-04-24,11,1,1389,53115L10,LBRT,LIBERTY OILFIELD SERVICES INC,A,56210,1,53115L10,2018-01-12,2023-12-29,2.0,2018-01-12,2023-12-29
13939,17221,2022-04-25,2023-12-29,11,1,1389,53115L10,LBRT,LIBERTY ENERGY INC,A,56210,1,53115L10,2018-01-12,2023-12-29,2.0,2018-01-12,2023-12-29
13940,17222,2018-01-12,2023-12-29,48,3,9999,45623710,ILPT,INDUSTRIAL LOGISTICS PPTYS TR,,56211,3,45623710,2018-01-12,2023-12-29,2.0,2018-01-12,2023-12-29
13941,17223,2018-01-19,2018-03-13,11,1,0,00090Q10,ADT,A D T INC,,56212,1,00090Q10,2018-01-19,2023-12-29,2.0,2018-01-19,2023-12-29
13942,17223,2018-03-14,2019-09-08,11,1,7335,00090Q10,ADT,A D T INC,,56212,1,00090Q10,2018-01-19,2023-12-29,2.0,2018-01-19,2023-12-29
13943,17223,2019-09-09,2023-12-29,11,1,7382,00090Q10,ADT,A D T INC,,56212,1,00090Q10,2018-01-19,2023-12-29,2.0,2018-01-19,2023-12-29
13948,17226,2018-01-19,2020-05-03,48,1,6798,03064D10,COLD,AMERICOLD REALTY TRUST,,56213,1,03064D10,2018-01-19,2023-12-29,2.0,2018-01-19,2023-12-29
13949,17226,2020-05-04,2022-05-25,48,1,6733,03064D10,COLD,AMERICOLD REALTY TRUST,,56213,1,03064D10,2018-01-19,2023-12-29,2.0,2018-01-19,2023-12-29
13950,17226,2022-05-26,2023-12-29,11,1,6733,03064D10,COLD,AMERICOLD REALTY TRUST INC,,56213,1,03064D10,2018-01-19,2023-12-29,2.0,2018-01-19,2023-12-29
13951,17227,2018-01-25,2020-04-01,12,1,3569,G3910810,GTES,GATES INDUSTRIAL CORP PLC,,56214,1,G3910810,2018-01-25,2023-12-29,2.0,2018-01-25,2023-12-29
13952,17227,2020-04-02,2023-12-29,12,1,7389,G3910810,GTES,GATES INDUSTRIAL CORP PLC,,56214,1,G3910810,2018-01-25,2023-12-29,2.0,2018-01-25,2023-12-29
13953,17228,2018-01-16,2023-12-29,73,4,6726,02507210,KORP,AMERICAN CENTURY E T F TRUST,,56215,4,02507210,2018-01-16,2023-12-29,2.0,2018-01-16,2023-12-29
13954,17229,2018-01-16,2023-12-29,73,4,6726,02507220,VALQ,AMERICAN CENTURY E T F TRUST,,56215,4,02507220,2018-01-16,2023-12-29,2.0,2018-01-16,2023-12-29
13955,17230,2018-01-17,2023-12-29,73,4,6726,03210860,BLOK,AMPLIFY ETF TRUST,,55546,4,03210860,2018-01-17,2023-12-29,2.0,2018-01-17,2023-12-29
13956,17231,2018-01-03,2020-05-04,73,4,6726,04276569,DOGS,ARROW INVESTMENTS TRUST,,55073,4,04276569,2018-01-03,2020-05-04,2.0,2018-01-03,2020-05-04
13962,17234,2018-01-17,2023-02-14,11,1,3661,05351X10,AVYA,AVAYA HOLDINGS CORP,,56216,1,05351X10,2018-01-17,2023-02-14,2.0,2018-01-17,2023-02-14
13963,17235,2018-01-11,2023-12-29,73,4,6726,23305125,HYUP,D B X ETF TRUST,,53807,4,23305125,2018-01-11,2023-12-29,2.0,2018-01-11,2023-12-29
13964,17236,2018-01-11,2023-12-29,73,4,6726,23305126,HYDW,D B X ETF TRUST,,53807,4,23305126,2018-01-11,2023-12-29,2.0,2018-01-11,2023-12-29
13965,17237,2018-01-10,2023-12-29,73,4,6726,23305128,SHYL,D B X ETF TRUST,,53807,4,23305128,2018-01-10,2023-12-29,2.0,2018-01-10,2023-12-29
13966,17238,2018-01-30,2023-12-29,73,4,6726,30150576,KOIN,EXCHANGE TRADED CONCEPTS TR,,53297,4,30150576,2018-01-30,2023-12-29,2.0,2018-01-30,2023-12-29
13967,17239,2018-01-11,2019-11-20,73,4,6726,30151E84,PRID,EXCHANGE LISTED FUNDS TRUST,,54446,4,30151E84,2018-01-11,2019-11-20,2.0,2018-01-11,2019-11-20
13979,17242,2018-01-19,2019-11-20,73,4,6726,30151E85,HONR,EXCHANGE LISTED FUNDS TRUST,,54446,4,30151E85,2018-01-19,2019-11-20,2.0,2018-01-19,2019-11-20
13980,17243,2018-01-18,2023-12-29,73,4,6726,31609271,FIVA,FIDELITY COVINGTON TRUST,,54581,4,31609271,2018-01-18,2023-12-29,2.0,2018-01-18,2023-12-29
13981,17244,2018-01-18,2023-12-29,73,4,6726,31609272,FIDI,FIDELITY COVINGTON TRUST,,54581,4,31609272,2018-01-18,2023-12-29,2.0,2018-01-18,2023-12-29
13982,17245,2018-01-17,2019-11-25,11,1,6799,37518N10,GIG,GIGCAPITAL INC,,56192,1,48337920,2018-01-17,2023-10-04,2.0,2018-01-17,2023-10-04
13983,17245,2019-11-26,2021-08-30,11,2,6799,48337910,KLR,KALEYRA INC,,56192,1,48337920,2018-01-17,2023-10-04,2.0,2018-01-17,2023-10-04
13984,17245,2021-08-31,2023-03-08,11,1,6799,48337910,KLR,KALEYRA INC,,56192,1,48337920,2018-01-17,2023-10-04,2.0,2018-01-17,2023-10-04
13985,17245,2023-03-09,2023-10-04,11,1,6799,48337920,KLR,KALEYRA INC,,56192,1,48337920,2018-01-17,2023-10-04,2.0,2018-01-17,2023-10-04
13986,17246,2018-01-22,2023-12-29,73,4,6726,38748T10,PLTM,GRANITESHARES PLATINUM TRUST,,56218,4,38748T10,2018-01-22,2023-12-29,2.0,2018-01-22,2023-12-29
13987,17247,2018-01-30,2023-12-29,73,4,6726,46641Q74,JPMB,J P MORGAN E T F TRUST,,54917,4,46641Q74,2018-01-30,2023-12-29,2.0,2018-01-30,2023-12-29
13988,17248,2018-01-25,2020-06-12,73,4,6726,46641Q81,JPLS,J P MORGAN E T F TRUST,,54917,4,46641Q81,2018-01-25,2020-06-12,2.0,2018-01-25,2020-06-12
13989,17249,2018-01-19,2023-12-29,73,4,6726,50076782,KARS,KRANESHARES TRUST,,54464,4,50076782,2018-01-19,2023-12-29,2.0,2018-01-19,2023-12-29
13990,17250,2018-01-25,2023-10-03,12,1,1479,53680Q20,LAC,LITHIUM AMERICAS CORP,,56219,1,53681K10,2018-01-25,2023-12-29,2.0,2018-01-25,2023-12-29
13991,17250,2023-10-04,2023-12-29,12,1,1081,53681K10,LAAC,LITHIUM AMERICAS ARGENTINA CORP,,56219,1,53681K10,2018-01-25,2023-12-29,2.0,2018-01-25,2023-12-29
13992,17251,2018-01-19,2018-10-31,11,1,5211,65441V10,NINE,NINE ENERGY SERVICES INC,,56220,1,65441V10,2018-01-19,2023-12-29,2.0,2018-01-19,2023-12-29
13993,17251,2018-11-01,2023-12-29,11,1,1389,65441V10,NINE,NINE ENERGY SERVICES INC,,56220,1,65441V10,2018-01-19,2023-12-29,2.0,2018-01-19,2023-12-29
13994,17252,2018-01-26,2023-12-29,11,1,971,72814N10,AGS,PLAYAGS INC,,56221,1,72814N10,2018-01-26,2023-12-29,2.0,2018-01-26,2023-12-29
13995,17253,2018-01-16,2019-09-08,75,4,6799,85208R10,CEF,SPROTT PHYSICAL GOLD & SILVER TR,,56222,4,85208R10,2018-01-16,2023-12-29,2.0,2018-01-16,2023-12-29
13996,17253,2019-09-09,2023-12-29,75,4,6726,85208R10,CEF,SPROTT PHYSICAL GOLD & SILVER TR,,56222,4,85208R10,2018-01-16,2023-12-29,2.0,2018-01-16,2023-12-29
13997,17254,2018-01-24,2023-12-29,12,1,7374,G6870710,PAGS,PAGSEGURO DIGITAL LTD,A,56224,1,G6870710,2018-01-24,2023-12-29,2.0,2018-01-24,2023-12-29
13998,17255,2018-01-22,2019-12-13,12,1,2782,G7476010,RWGE,REGALWOOD GLOBAL ENERGY LTD,A,56194,1,G7476010,2018-01-22,2019-12-13,2.0,2018-01-22,2019-12-13
13999,17256,2018-01-26,2018-06-21,11,3,9999,04225U10,ARMO,A R M O BIOSCIENCES INC,,56226,3,04225U10,2018-01-26,2018-06-21,2.0,2018-01-26,2018-06-21
14000,17257,2018-01-17,2020-11-20,73,3,6726,75605A70,BLCN,REALITY SHARES E T F TR,,55136,3,75605A70,2018-01-17,2020-11-20,2.0,2018-01-17,2020-11-20
14001,17258,2018-01-31,2019-06-20,31,3,9999,19516Q20,CLGN,COLLPLANT HOLDINGS LTD,,56227,3,19516R10,2018-01-31,2021-06-03,2.0,2018-01-31,2021-06-03
14002,17258,2019-06-21,2021-06-03,31,3,9999,19516R10,CLGN,COLLPLANT BIOTECHNOLOGIES LTD,,56227,3,19516R10,2018-01-31,2021-06-03,2.0,2018-01-31,2021-06-03
14005,17262,2018-01-02,2023-12-29,11,3,9999,22978P10,CUE,CUE BIOPHARMA INC,,56229,3,22978P10,2018-01-02,2023-12-29,2.0,2018-01-02,2023-12-29
14006,17263,2018-01-25,2023-12-29,11,3,9999,30234E10,EYEN,EYENOVIA INC,,56231,3,30234E10,2018-01-25,2023-12-29,2.0,2018-01-25,2023-12-29
14007,17264,2018-01-17,2023-12-29,73,3,6726,86280R50,HNDL,STRATEGY SHARES,,54107,3,86280R50,2018-01-17,2023-12-29,2.0,2018-01-17,2023-12-29
14008,17265,2018-01-25,2023-12-29,73,3,6726,33741X20,LEGR,FIRST TRUST E T F VI,,54165,3,33741X20,2018-01-25,2023-12-29,2.0,2018-01-25,2023-12-29
14009,17266,2018-01-25,2020-09-07,11,3,9999,58685810,MNLO,MENLO THERAPEUTICS INC,,56233,3,92941V30,2018-01-25,2023-12-29,2.0,2018-01-25,2023-12-29
14010,17266,2020-09-08,2021-02-15,11,3,9999,92941V10,VYNE,VYNE THERAPEUTICS INC,,56233,3,92941V30,2018-01-25,2023-12-29,2.0,2018-01-25,2023-12-29
14011,17266,2021-02-16,2023-02-12,11,3,9999,92941V20,VYNE,VYNE THERAPEUTICS INC,,56233,3,92941V30,2018-01-25,2023-12-29,2.0,2018-01-25,2023-12-29
14012,17266,2023-02-13,2023-12-29,11,3,9999,92941V30,VYNE,VYNE THERAPEUTICS INC,,56233,3,92941V30,2018-01-25,2023-12-29,2.0,2018-01-25,2023-12-29
14018,17269,2018-01-25,2019-12-04,11,3,9999,64044210,NMRD,NEMAURA MEDICAL INC,,56236,3,64044220,2018-01-25,2023-12-29,2.0,2018-01-25,2023-12-29
14019,17269,2019-12-05,2023-12-29,11,3,9999,64044220,NMRD,NEMAURA MEDICAL INC,,56236,3,64044220,2018-01-25,2023-12-29,2.0,2018-01-25,2023-12-29
14020,17270,2018-01-10,2019-04-29,11,3,9999,67012D10,NVMM,NOVUME SOLUTIONS INC,,56237,3,75941910,2018-01-10,2023-12-29,2.0,2018-01-10,2023-12-29
14021,17270,2019-04-30,2023-12-29,11,3,9999,75941910,REKR,REKOR SYSTEMS INC,,56237,3,75941910,2018-01-10,2023-12-29,2.0,2018-01-10,2023-12-29
14022,17271,2018-01-26,2022-10-27,11,3,9999,83422E10,SLDB,SOLID BIOSCIENCES INC,,56238,3,83422E20,2018-01-26,2023-12-29,2.0,2018-01-26,2023-12-29
14023,17271,2022-10-28,2023-12-29,11,3,9999,83422E20,SLDB,SOLID BIOSCIENCES INC,,56238,3,83422E20,2018-01-26,2023-12-29,2.0,2018-01-26,2023-12-29
14024,17272,2018-01-26,2020-09-15,11,3,9999,76133L10,TORC,RESTORBIO INC,,56239,3,00700210,2018-01-26,2023-12-29,2.0,2018-01-26,2023-12-29
14025,17272,2020-09-16,2023-12-29,11,3,9999,00700210,ACET,ADICET BIO INC,,56239,3,00700210,2018-01-26,2023-12-29,2.0,2018-01-26,2023-12-29
14026,17273,2018-02-02,2020-05-11,11,1,1389,30283W10,FTSI,F T S INTERNATIONAL INC,,56240,2,30283W30,2018-02-02,2022-03-04,2.0,2018-02-02,2022-03-04
14027,17273,2020-05-12,2020-05-21,11,1,1389,30283W20,FTSI,F T S INTERNATIONAL INC,,56240,2,30283W30,2018-02-02,2022-03-04,2.0,2018-02-02,2022-03-04
14028,17273,2020-05-22,2020-11-19,11,2,1389,30283W20,FTSI,F T S INTERNATIONAL INC,,56240,2,30283W30,2018-02-02,2022-03-04,2.0,2018-02-02,2022-03-04
14029,17273,2020-11-20,2022-03-04,11,2,1389,30283W30,FTSI,F T S INTERNATIONAL INC,A,56240,2,30283W30,2018-02-02,2022-03-04,2.0,2018-02-02,2022-03-04
14042,17281,2018-02-08,2020-04-06,11,1,2519,12720310,WHD,CACTUS INC,A,56251,1,12720310,2018-02-08,2023-12-29,2.0,2018-02-08,2023-12-29
14043,17281,2020-04-07,2023-12-29,11,1,3533,12720310,WHD,CACTUS INC,A,56251,1,12720310,2018-02-08,2023-12-29,2.0,2018-02-08,2023-12-29
14049,17286,2018-02-02,2020-07-09,31,1,4911,15503820,CEPU,CENTRAL PUERTO S A,,56254,1,15503820,2018-02-02,2023-12-29,2.0,2018-02-02,2023-12-29
14050,17286,2020-07-10,2023-12-29,31,1,4499,15503820,CEPU,CENTRAL PUERTO S A,,56254,1,15503820,2018-02-02,2023-12-29,2.0,2018-02-02,2023-12-29
14051,17287,2018-02-01,2018-06-24,18,1,6798,19626A10,CLNC,COLONY NORTHSTAR CREDIT RE INC,A,56255,1,10949T10,2018-02-01,2023-12-29,2.0,2018-02-01,2023-12-29
14052,17287,2018-06-25,2021-06-24,18,1,6798,19625T10,CLNC,COLONY CREDIT REAL ESTATE INC,A,56255,1,10949T10,2018-02-01,2023-12-29,2.0,2018-02-01,2023-12-29
14053,17287,2021-06-25,2023-12-29,18,1,6798,10949T10,BRSP,BRIGHTSPIRE CAPITAL INC,A,56255,1,10949T10,2018-02-01,2023-12-29,2.0,2018-02-01,2023-12-29
14054,17288,2018-02-15,2018-09-24,73,4,6726,25460E57,PPTB,DIREXION SHARES E T F TRUST,,53101,4,25460E57,2018-02-15,2018-09-24,2.0,2018-02-15,2018-09-24
14055,17289,2018-02-15,2020-09-25,73,4,6726,25460E59,PPDM,DIREXION SHARES E T F TRUST,,53101,4,25460E59,2018-02-15,2020-09-25,2.0,2018-02-15,2020-09-25
14056,17290,2018-02-15,2020-09-25,73,4,6726,25460E61,PPEM,DIREXION SHARES E T F TRUST,,53101,4,25460E61,2018-02-15,2020-09-25,2.0,2018-02-15,2020-09-25
14061,17293,2018-02-15,2020-09-25,73,4,6726,25460E63,PPMC,DIREXION SHARES E T F TRUST,,53101,4,25460E63,2018-02-15,2020-09-25,2.0,2018-02-15,2020-09-25
14062,17294,2018-02-23,2022-07-28,73,4,6726,26922A49,VSL,E T F SERIES SOLUTIONS,,54066,4,26922A49,2018-02-23,2022-07-28,2.0,2018-02-23,2022-07-28
14063,17295,2018-02-28,2019-08-13,73,4,6726,26922A52,BOON,E T F SERIES SOLUTIONS,,54066,4,26922A52,2018-02-28,2020-01-29,2.0,2018-02-28,2020-01-29
14064,17295,2019-08-14,2020-01-29,73,4,6726,26922A52,RENW,E T F SERIES SOLUTIONS,,54066,4,26922A52,2018-02-28,2020-01-29,2.0,2018-02-28,2020-01-29
14065,17296,2018-02-13,2023-01-11,73,4,6726,30150575,EKAR,EXCHANGE TRADED CONCEPTS TR,,53297,4,30150575,2018-02-13,2023-01-11,2.0,2018-02-13,2023-01-11
14066,17297,2018-02-08,2023-12-29,73,4,6726,35473P66,FLAX,FRANKLIN TEMPLETON E T F TRUST,,55598,4,35473P66,2018-02-08,2023-12-29,2.0,2018-02-08,2023-12-29
14067,17298,2018-02-08,2023-12-29,73,4,6726,35473P69,FLSW,FRANKLIN TEMPLETON E T F TRUST,,55598,4,35473P69,2018-02-08,2023-12-29,2.0,2018-02-08,2023-12-29
14068,17299,2018-02-08,2022-03-03,73,4,6726,35473P72,FLRU,FRANKLIN TEMPLETON E T F TRUST,,55598,4,35473P72,2018-02-08,2022-03-03,2.0,2018-02-08,2022-03-03
14069,17300,2018-02-08,2023-12-29,73,4,6726,35473P76,FLIN,FRANKLIN TEMPLETON E T F TRUST,,55598,4,35473P76,2018-02-08,2023-12-29,2.0,2018-02-08,2023-12-29
14070,17301,2018-02-08,2020-06-29,31,1,6799,44331K10,HMI,HUAMI CORP,,56256,1,98945L10,2018-02-08,2023-12-29,2.0,2018-02-08,2023-12-29
14071,17301,2020-06-30,2021-02-24,31,1,7389,44331K10,HMI,HUAMI CORP,,56256,1,98945L10,2018-02-08,2023-12-29,2.0,2018-02-08,2023-12-29
14072,17301,2021-02-25,2023-12-29,31,1,3571,98945L10,ZEPP,ZEPP HEALTH CORP,,56256,1,98945L10,2018-02-08,2023-12-29,2.0,2018-02-08,2023-12-29
14073,17302,2018-02-01,2023-12-29,73,4,6726,50076783,KURE,KRANESHARES TRUST,,54464,4,50076783,2018-02-01,2023-12-29,2.0,2018-02-01,2023-12-29
14074,17303,2018-02-06,2022-12-09,73,4,6726,59140L10,IDIV,METAURUS EQUITY COMPONENT TRUST,,56257,4,59140L10,2018-02-06,2022-12-09,2.0,2018-02-06,2022-12-09
14079,17305,2018-02-06,2021-12-10,73,4,6726,59140L20,XDIV,METAURUS EQUITY COMPONENT TRUST,,56257,4,59140L20,2018-02-06,2021-12-10,2.0,2018-02-06,2021-12-10
14080,17306,2018-02-09,2020-07-27,11,1,1389,74875T10,QES,QUINTANA ENERGY SERVICES INC,,56258,1,74875T10,2018-02-09,2020-07-27,2.0,2018-02-09,2020-07-27
14081,17307,2018-02-01,2023-12-29,18,1,6798,92565210,VICI,VICI PROPERTIES INC,,56259,1,92565210,2018-02-01,2023-12-29,2.0,2018-02-01,2023-12-29
14082,17308,2018-02-01,2018-03-06,12,1,0,G4640810,HUD,HUDSON LTD,A,56260,1,G4640810,2018-02-01,2020-11-30,2.0,2018-02-01,2020-11-30
14083,17308,2018-03-07,2020-11-30,12,1,5399,G4640810,HUD,HUDSON LTD,A,56260,1,G4640810,2018-02-01,2020-11-30,2.0,2018-02-01,2020-11-30
14084,17309,2018-02-26,2019-06-02,12,1,6799,G6772P10,OMAD,ONE MADISON CORP,A,56223,1,75321W10,2018-02-26,2023-12-29,2.0,2018-02-26,2023-12-29
14085,17309,2019-06-03,2020-07-12,11,1,6799,75321W10,PACK,RANPAK HOLDINGS CORP,A,56223,1,75321W10,2018-02-26,2023-12-29,2.0,2018-02-26,2023-12-29
14086,17309,2020-07-13,2023-12-29,11,1,2099,75321W10,PACK,RANPAK HOLDINGS CORP,A,56223,1,75321W10,2018-02-26,2023-12-29,2.0,2018-02-26,2023-12-29
14087,17310,2018-02-01,2023-12-29,12,1,4581,L1995B10,CAAP,CORPORACION AMERICA AIRPORTS S A,,56263,1,L1995B10,2018-02-01,2023-12-29,2.0,2018-02-01,2023-12-29
14088,17311,2018-02-14,2022-03-04,31,3,9999,09075G10,BFRA,BIOFRONTERA AG,,56264,3,09075G10,2018-02-14,2022-03-04,2.0,2018-02-14,2022-03-04
14092,17313,2018-02-14,2023-12-29,11,3,9999,09354A10,BLNK,BLINK CHARGING CO,,56265,3,09354A10,2018-02-14,2023-12-29,2.0,2018-02-14,2023-12-29
14093,17315,2018-02-09,2023-12-29,11,3,9999,14161W10,CDLX,CARDLYTICS INC,,56267,3,14161W10,2018-02-09,2023-12-29,2.0,2018-02-09,2023-12-29
14094,17316,2018-02-27,2023-12-29,12,3,9999,22717L10,CRON,CRONOS GROUP INC,,56268,3,22717L10,2018-02-27,2023-12-29,2.0,2018-02-27,2023-12-29
14095,17317,2018-02-08,2023-12-29,11,3,9999,30052C10,EOLS,EVOLUS INC,,56270,3,30052C10,2018-02-08,2023-12-29,2.0,2018-02-08,2023-12-29
14096,17318,2018-02-16,2022-05-30,12,3,9999,G3327710,FAMI,FARMMI INC,,56271,3,G3327713,2018-02-16,2023-12-29,2.0,2018-02-16,2023-12-29
14097,17318,2022-05-31,2023-09-21,12,3,9999,G3327712,FAMI,FARMMI INC,,56271,3,G3327713,2018-02-16,2023-12-29,2.0,2018-02-16,2023-12-29
14098,17318,2023-09-22,2023-12-29,12,3,9999,G3327713,FAMI,FARMMI INC,,56271,3,G3327713,2018-02-16,2023-12-29,2.0,2018-02-16,2023-12-29
14104,17322,2018-02-01,2019-08-13,11,3,9999,46263D10,IPIC,IPIC ENTERTAINMENT INC,A,56272,3,46263D10,2018-02-01,2019-08-13,2.0,2018-02-01,2019-08-13
14105,17323,2018-02-22,2021-10-05,11,3,9999,53839L20,LIVX,LIVEXLIVE MEDIA INC,,56273,3,53814X10,2018-02-22,2023-12-29,2.0,2018-02-22,2023-12-29
14106,17323,2021-10-06,2023-12-29,11,3,9999,53814X10,LVO,LIVEONE INC,,56273,3,53814X10,2018-02-22,2023-12-29,2.0,2018-02-22,2023-12-29
14107,17324,2018-02-22,2021-07-08,11,3,9999,60901120,MKGI,MONAKER GROUP INC,,56274,3,65344G20,2018-02-22,2023-12-29,2.0,2018-02-22,2023-12-29
14108,17324,2021-07-09,2023-01-05,11,3,9999,65344G10,NXTP,NEXTPLAY TECHNOLOGIES INC,,56274,3,65344G20,2018-02-22,2023-12-29,2.0,2018-02-22,2023-12-29
14109,17324,2023-01-06,2023-12-29,11,3,9999,65344G20,NXTP,NEXTPLAY TECHNOLOGIES INC,,56274,3,65344G20,2018-02-22,2023-12-29,2.0,2018-02-22,2023-12-29
14110,17325,2018-02-14,2022-07-25,11,3,9999,62014P10,MOTS,MOTUS GI HOLDINGS INC,,56275,3,62014P50,2018-02-14,2023-12-29,2.0,2018-02-14,2023-12-29
14111,17325,2022-07-26,2023-11-01,11,3,9999,62014P40,MOTS,MOTUS GI HOLDINGS INC,,56275,3,62014P50,2018-02-14,2023-12-29,2.0,2018-02-14,2023-12-29
14112,17325,2023-11-02,2023-12-29,11,3,9999,62014P50,MOTS,MOTUS GI HOLDINGS INC,,56275,3,62014P50,2018-02-14,2023-12-29,2.0,2018-02-14,2023-12-29
14113,17326,2018-02-21,2019-06-17,11,3,9999,55378W10,MTEC,M TECH ACQUISITION CORP,A,56234,3,00973W30,2018-02-21,2023-12-29,2.0,2018-02-21,2023-12-29
14114,17326,2019-06-18,2019-06-18,11,3,9999,00973W10,KERN,AKERNA CORP,A,56234,3,00973W30,2018-02-21,2023-12-29,2.0,2018-02-21,2023-12-29
14115,17326,2019-06-19,2022-11-07,11,3,9999,00973W10,KERN,AKERNA CORP,,56234,3,00973W30,2018-02-21,2023-12-29,2.0,2018-02-21,2023-12-29
14116,17326,2022-11-08,2023-12-29,11,3,9999,00973W30,KERN,AKERNA CORP,,56234,3,00973W30,2018-02-21,2023-12-29,2.0,2018-02-21,2023-12-29
14117,17327,2018-02-01,2023-12-29,11,3,9999,68247W10,OSS,ONE STOP SYSTEMS INC,,56277,3,68247W10,2018-02-01,2023-12-29,2.0,2018-02-01,2023-12-29
14118,17328,2018-02-22,2023-12-29,73,3,6726,33738R72,ROBT,FIRST TRUST E T F VI,,54165,3,33738R72,2018-02-22,2023-12-29,2.0,2018-02-22,2023-12-29
14119,17330,2018-02-01,2023-12-29,12,3,9999,M8694L10,SLGL,SOL GEL TECHNOLOGIES LTD,,56278,3,M8694L10,2018-02-01,2023-12-29,2.0,2018-02-01,2023-12-29
14120,17331,2018-02-05,2019-04-08,12,3,9999,G8406F10,SSLJ,S S L J COM LTD,A,56279,3,G8406F11,2018-02-05,2019-07-26,2.0,2018-02-05,2019-07-26
14121,17331,2019-04-09,2019-05-19,12,3,9999,G8406F11,SSLJ,S S L J COM LTD,A,56279,3,G8406F11,2018-02-05,2019-07-26,2.0,2018-02-05,2019-07-26
14122,17331,2019-05-20,2019-07-26,12,3,9999,G8406F11,YGTY,S S L J COM LTD,A,56279,3,G8406F11,2018-02-05,2019-07-26,2.0,2018-02-05,2019-07-26
14123,17332,2018-02-08,2023-12-29,11,3,9999,92645B10,VCTR,VICTORY CAPITAL HOLDINGS INC,A,56280,3,92645B10,2018-02-08,2023-12-29,2.0,2018-02-08,2023-12-29
14124,17334,2018-03-12,2020-12-18,11,3,4813,36164V30,GLIBA,G C I LIBERTY INC,A,9914,3,36164V30,2018-03-12,2020-12-18,2.0,2018-03-12,2020-12-18
